codigo_abonado,tipo_solicitud,canal_ingreso,servicio_afectado,falla,diagnostico,estado,fecha_ingreso,fecha_cierre,asesor_idx,tecnico_idx,escalado
TC104067,cambio_titular,whatsapp,,,,solucionado,2026-05-14 15:15:00,2026-05-17 10:00:00,10,5,
TC102557,soporte_remoto,caja,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-05-14 15:25:00,2026-05-15 12:55:00,0,0,
C102551,cambio_plan,call_center,,,,solucionado,2026-05-14 15:55:00,2026-05-19 15:35:00,15,3,
SG103008,cambio_plan,call_center,,,,solucionado,2026-05-14 16:00:00,2026-05-19 15:30:00,9,3,
SG103008,cambio_titular,call_center,,,,solucionado,2026-05-14 16:00:00,2026-05-17 11:15:00,9,5,
TC104068,cambio_titular,call_center,,,,solucionado,2026-05-14 16:05:00,2026-05-17 11:40:00,18,5,
C103797,cambio_plan,call_center,,,,solucionado,2026-05-14 17:55:00,,28,,
SM102549,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,seguimiento,2026-05-14 18:40:00,,26,4,
C100542,sin_internet,whatsapp,internet,,BLOQUEO DE EQUIPO,solucionado,2026-05-15 08:50:00,2026-05-15 08:50:00,15,4,
C100543,sin_internet,call_center,internet,,FALLA DE FIBRA,solucionado,2026-05-15 08:55:00,2026-05-15 11:00:00,15,4,
VG102105,soporte_remoto,whatsapp,tv,PROGRAMACIÓN DE TV,,solucionado,2026-05-15 09:25:00,2026-05-15 11:25:00,6,2,
SR100521,sin_internet,call_center,internet,,BLOQUEO DE EQUIPO,solucionado,2026-05-15 09:40:00,2026-05-15 14:00:00,1,4,
VG102558,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-15 09:45:00,2026-05-15 09:45:00,6,2,
SR100544,sin_internet,whatsapp,internet,,BLOQUEO DE EQUIPO,solucionado,2026-05-15 10:35:00,2026-05-15 11:35:00,1,4,
TC100456,sin_internet,call_center,internet,,FALLA MASIVA,solucionado,2026-05-15 10:45:00,2026-05-15 11:45:00,7,4,
DQ102559,soporte_remoto,call_center,tv,SIN SEÑAL DE TV,,cerrado_sin_contacto,2026-05-15 11:05:00,2026-05-21 08:45:00,4,2,
DQ100406,soporte_remoto,caja,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-05-15 11:25:00,2026-05-15 11:35:00,11,2,
TC102560,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-15 11:35:00,2026-05-15 12:10:00,31,2,
TC102561,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-15 12:05:00,2026-05-15 12:05:00,0,2,
TC102562,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-15 12:20:00,2026-05-15 17:00:00,0,1,
TC102563,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-15 12:20:00,2026-05-15 12:25:00,28,0,
TC100541,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-15 12:35:00,2026-05-19 10:50:00,0,1,
TC102564,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-15 13:25:00,2026-05-15 13:25:00,16,1,
C102565,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-15 14:00:00,2026-05-19 11:20:00,20,1,
TC102566,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-05-15 14:05:00,2026-05-15 17:00:00,18,2,
C104069,cambio_titular,call_center,,,,solucionado,2026-05-15 15:15:00,2026-05-17 11:45:00,15,5,
VG102567,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-15 15:20:00,2026-05-15 15:20:00,6,2,
C102568,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-15 15:20:00,2026-05-21 08:35:00,8,0,
TC102569,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-15 15:25:00,2026-05-21 08:50:00,7,0,
TC100545,sin_internet,whatsapp,internet,,FALLA MASIVA,solucionado,2026-05-15 15:40:00,2026-05-15 16:00:00,7,4,
TC100454,sin_internet,call_center,internet,,,solucionado,2026-05-15 16:00:00,2026-05-19 08:00:00,0,4,
C102570,soporte_remoto,whatsapp,tv,PROGRAMACIÓN DE TV,,solucionado,2026-05-15 16:05:00,2026-05-15 16:05:00,11,2,
C100546,sin_internet,call_center,internet,,,solucionado,2026-05-15 16:15:00,2026-05-19 08:00:00,15,4,
C100547,sin_internet,call_center,internet,,,solucionado,2026-05-15 16:20:00,2026-05-19 08:00:00,15,4,
DQ101707,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-15 17:25:00,2026-05-19 09:05:00,21,2,
TCF104070,cambio_titular,call_center,,,,solucionado,2026-05-15 18:00:00,2026-05-17 11:45:00,10,5,
TC103798,cambio_plan,call_center,,,,solucionado,2026-05-16 13:55:00,2026-05-16 13:55:00,27,15,
TCF102571,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-17 15:00:00,2026-05-21 08:50:00,16,0,
SR102572,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-17 15:00:00,2026-05-19 09:25:00,16,2,
DQ102573,soporte_remoto,whatsapp,tv,CANALES LLUVIOSOS/PIXELADOS,,solucionado,2026-05-18 14:00:00,2026-05-19 09:45:00,25,2,
SG100193,soporte_remoto,whatsapp,tv,ERROR EN INGRESO A PÁGINAS,,solucionado,2026-05-19 08:30:00,2026-05-19 08:35:00,11,2,
C102580,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-19 09:00:00,2026-05-19 16:10:00,23,1,
TC102574,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-05-19 09:10:00,2026-05-19 10:10:00,28,0,
SR102575,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-19 09:20:00,2026-05-19 15:40:00,1,1,
SR102576,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-19 09:20:00,2026-05-19 15:40:00,1,1,
TCF104071,cambio_titular,call_center,,,,solucionado,2026-05-19 09:20:00,2026-05-19 10:45:00,10,5,
TC104072,cambio_titular,whatsapp,,,,solucionado,2026-05-19 09:25:00,2026-05-19 10:50:00,0,5,
DQ100921,soporte_remoto,whatsapp,tv,CANALES LLUVIOSOS/PIXELADOS,,solucionado,2026-05-19 09:40:00,2026-05-19 11:20:00,12,2,
DQ103799,cambio_plan,whatsapp,,,,solucionado,2026-05-19 09:45:00,2026-05-20 09:00:00,12,3,
C101784,cambio_plan,call_center,,,,solucionado,2026-05-19 09:45:00,2026-05-30 14:50:00,13,3,
DQ101321,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-05-19 10:00:00,2026-05-19 10:50:00,12,2,
DQ102577,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-19 10:25:00,2026-05-19 10:50:00,4,2,
SR102578,soporte_remoto,whatsapp,internet_tv,ERROR EN INGRESO A PÁGINAS,,solucionado,2026-05-19 10:25:00,2026-05-19 10:35:00,11,2,
C102579,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-19 11:15:00,2026-05-19 16:30:00,8,1,
CH100083,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-19 11:20:00,2026-05-19 12:55:00,2,1,
SR102581,soporte_remoto,caja,tv,CANALES INTERMITENTES,,solucionado,2026-05-19 11:30:00,2026-05-19 11:30:00,1,1,
TC103800,cambio_plan,call_center,,,,solucionado,2026-05-19 11:35:00,2026-05-20 09:05:00,10,3,
TC103801,cambio_plan,call_center,,,,solucionado,2026-05-19 11:35:00,2026-05-21 17:50:00,10,3,
SG104073,cambio_titular,call_center,,,,solucionado,2026-05-19 11:35:00,2026-05-19 15:45:00,3,5,
SR102582,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-19 11:40:00,2026-05-19 16:30:00,1,1,
SG102583,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-19 12:10:00,2026-05-19 12:30:00,3,0,
TC100548,sin_internet,whatsapp,internet,,FALLA DE FIBRA,solucionado,2026-05-19 12:15:00,2026-05-19 12:30:00,4,0,
TC102584,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-19 12:35:00,2026-05-20 08:15:00,18,0,
TCF103802,cambio_plan,whatsapp,,,,solucionado,2026-05-19 12:40:00,2026-05-28 17:55:00,25,3,
DQ102585,soporte_remoto,call_center,tv,CANALES FALTANTES,,solucionado,2026-05-19 12:55:00,2026-05-20 16:55:00,4,2,
TC101760,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-19 13:45:00,2026-05-19 13:45:00,4,0,
TCF101752,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-19 14:35:00,2026-05-20 09:05:00,22,0,
DQ102586,soporte_remoto,call_center,internet,PROBLEMAS CON TEST DE VELOCIDAD,,solucionado,2026-05-19 14:40:00,2026-05-20 12:05:00,17,2,
DQ102587,soporte_remoto,call_center,tv,FALLAS CON LA TV,,solucionado,2026-05-19 15:00:00,2026-05-20 08:55:00,12,2,
DQ102588,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-19 15:05:00,2026-05-20 09:05:00,12,2,
TC102589,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-19 15:20:00,2026-05-21 11:00:00,0,0,
SR102590,soporte_remoto,call_center,tv,PROGRAMACIÓN DE TV,,cerrado_sin_contacto,2026-05-19 15:50:00,2026-05-19 15:50:00,17,1,
CH102591,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-19 15:50:00,2026-05-20 16:20:00,2,1,
SG102592,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-19 15:55:00,2026-05-20 09:30:00,9,2,
CH104074,cambio_titular,call_center,,,,solucionado,2026-05-19 16:00:00,2026-05-19 16:25:00,2,5,
SG103803,cambio_plan,whatsapp,,,,solucionado,2026-05-19 16:20:00,2026-05-21 17:55:00,9,3,
SR101909,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-19 17:10:00,2026-05-20 09:00:00,1,1,
DQ102593,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-19 17:15:00,2026-05-20 12:35:00,4,2,
DQ102594,soporte_remoto,call_center,tv,CANALES LLUVIOSOS/PIXELADOS,,solucionado,2026-05-19 17:20:00,2026-05-20 09:15:00,4,2,
TC102595,soporte_remoto,whatsapp,tv,PROGRAMACIÓN DE TV,,solucionado,2026-05-19 17:40:00,2026-05-25 09:25:00,0,0,
SR102596,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-19 17:45:00,2026-05-20 16:30:00,1,1,
TC102615,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-20 08:20:00,2026-05-21 12:35:00,28,0,
TC101332,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-20 08:45:00,2026-05-20 09:25:00,7,0,
TC102597,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-20 08:55:00,2026-05-20 09:10:00,11,2,
TC102598,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-20 09:20:00,2026-05-25 09:35:00,10,0,
TC100549,sin_internet,caja,internet,,FALLA DE FIBRA,solucionado,2026-05-20 09:35:00,2026-05-20 10:25:00,0,0,
TC102599,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-20 09:35:00,2026-05-20 09:50:00,11,2,
C102600,soporte_remoto,call_center,tv,CANALES LLUVIOSOS/PIXELADOS,,solucionado,2026-05-20 09:50:00,2026-05-20 10:35:00,8,1,
TC100548,soporte_remoto,whatsapp,internet_tv,ERROR EN INGRESO A PÁGINAS,,solucionado,2026-05-20 10:15:00,2026-05-20 10:20:00,11,2,
TC102080,soporte_remoto,call_center,internet,FALLAS CON LA TV,,solucionado,2026-05-20 10:40:00,2026-05-21 09:10:00,28,0,
SR102601,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-20 10:55:00,2026-05-20 10:55:00,1,1,
DQ100550,cambio_titular,whatsapp,,,,solucionado,2026-05-20 10:55:00,2026-05-20 10:55:00,4,5,
DQ102602,soporte_remoto,whatsapp,internet,STREAMING CON FALLAS,,solucionado,2026-05-20 11:00:00,2026-05-20 11:00:00,17,2,
DQ100550,sin_internet,whatsapp,internet,,FALLA DE FIBRA,solucionado,2026-05-20 11:20:00,2026-05-20 11:35:00,4,0,
TC103804,cambio_plan,whatsapp,,,,solucionado,2026-05-20 11:40:00,2026-05-22 11:10:00,7,3,
TC102603,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-20 11:45:00,2026-05-20 11:45:00,11,2,
TCF102604,soporte_remoto,call_center,tv,CANALES LLUVIOSOS/PIXELADOS,,solucionado,2026-05-20 11:45:00,2026-05-20 15:20:00,25,0,
TC100551,sin_internet,whatsapp,internet,,,solucionado,2026-05-20 11:55:00,2026-05-20 12:50:00,0,0,
DQ102605,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-05-20 13:15:00,2026-05-20 13:15:00,4,2,
C102606,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-20 14:10:00,2026-05-20 14:10:00,8,1,
C103805,cambio_plan,whatsapp,,,,solucionado,2026-05-20 14:15:00,2026-05-30 14:50:00,27,3,
C102607,soporte_remoto,call_center,internet,ERROR EN INGRESO A PÁGINAS,,solucionado,2026-05-20 14:25:00,2026-05-20 14:25:00,8,1,
SR103806,cambio_plan,call_center,,,,solucionado,2026-05-20 14:35:00,2026-05-30 15:05:00,1,3,
DQ102259,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-20 14:45:00,2026-05-20 14:45:00,12,2,
TC102608,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-20 15:00:00,2026-05-21 10:40:00,18,0,
TC103807,cambio_plan,caja,,,,solucionado,2026-05-20 15:10:00,2026-05-20 15:10:00,23,12,
TC102609,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-20 15:15:00,2026-05-21 09:25:00,28,0,
DQ100552,sin_internet,whatsapp,internet,,FALLA MASIVA,solucionado,2026-05-20 15:25:00,2026-05-20 16:20:00,22,0,
SR102332,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-20 16:05:00,2026-05-20 16:05:00,17,1,
C102610,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-20 16:10:00,2026-05-20 16:10:00,8,1,
DQ102611,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-20 16:20:00,2026-05-20 16:55:00,12,2,
TC100315,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-20 16:25:00,2026-05-27 16:20:00,0,0,
CH100282,cambio_plan,caja,,,,solucionado,2026-05-20 16:30:00,2026-05-28 17:55:00,2,3,
TC100624,cambio_titular,whatsapp,,,,solucionado,2026-05-20 16:35:00,2026-05-21 17:40:00,7,5,
C100016,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-20 16:45:00,2026-05-21 11:30:00,8,1,
C102612,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-20 16:55:00,2026-05-21 10:25:00,23,1,
SR102613,soporte_remoto,call_center,tv,FALLAS CON LA TV,,solucionado,2026-05-20 17:10:00,2026-05-21 12:00:00,14,1,
DQ102614,soporte_remoto,whatsapp,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-05-20 17:55:00,2026-05-21 17:15:00,4,2,
CH101582,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-05-20 17:55:00,2026-05-21 12:50:00,2,1,
CH100553,sin_internet,whatsapp,internet,,,solucionado,2026-05-21 08:40:00,2026-05-22 09:00:00,2,0,
CH102616,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-21 09:00:00,2026-05-21 10:20:00,2,2,
DQ102619,soporte_remoto,call_center,internet,PROBLEMAS CON TRANSMISIONES EN VIVO,,solucionado,2026-05-21 11:00:00,2026-05-21 11:00:00,17,2,
TC102620,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-21 11:35:00,2026-05-25 10:15:00,28,0,
C102621,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-05-21 11:50:00,2026-05-21 16:50:00,4,2,
SG103668,cambio_plan,whatsapp,,,,solucionado,2026-05-21 12:10:00,2026-05-22 11:20:00,3,3,
TC102179,soporte_remoto,call_center,tv,FALLAS CON LA TV,,solucionado,2026-05-21 12:45:00,2026-05-21 12:45:00,18,0,
SR103284,cambio_plan,call_center,,,,solucionado,2026-05-21 12:50:00,2026-05-22 12:50:00,25,14,
TC102622,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-21 12:55:00,2026-05-21 12:55:00,7,2,
C102624,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-21 14:00:00,2026-05-21 16:15:00,13,1,
C102625,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-21 14:00:00,2026-05-21 14:00:00,13,1,
TC102623,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-21 14:05:00,2026-05-21 14:05:00,20,0,
SR101401,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-21 14:10:00,2026-05-21 14:10:00,1,1,
VG102626,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-21 14:45:00,2026-05-22 09:25:00,17,0,
VG102627,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-21 14:55:00,2026-05-25 11:15:00,6,0,
VG102628,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-21 15:20:00,2026-05-22 09:55:00,6,2,
TC102629,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-21 15:25:00,2026-05-22 10:50:00,0,0,
TCF102630,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-21 15:25:00,2026-05-21 15:25:00,22,2,
CH102632,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-05-21 16:55:00,2026-05-22 10:30:00,2,2,
SR101035,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-21 17:05:00,2026-05-22 16:10:00,1,1,
SR102633,soporte_remoto,call_center,tv,PROGRAMACIÓN DE TV,,cancelado,2026-05-21 17:05:00,2026-05-22 13:30:00,17,1,
SG102631,soporte_remoto,whatsapp,tv,PROGRAMACIÓN DE TV,,solucionado,2026-05-21 17:10:00,2026-05-21 17:10:00,17,0,
TC102634,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-22 08:50:00,2026-05-22 10:05:00,0,2,
TC102635,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-22 09:15:00,2026-05-22 16:25:00,0,0,
TC100554,sin_internet,call_center,internet,,,solucionado,2026-05-22 09:30:00,2026-05-22 09:50:00,10,0,
AL102636,soporte_remoto,whatsapp,tv,SIN SEÑAL DE TV,,solucionado,2026-05-22 09:50:00,2026-05-22 12:55:00,18,0,
SR102637,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-22 09:55:00,2026-05-22 13:15:00,1,2,
VG102638,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-22 10:25:00,2026-05-22 16:25:00,6,0,
DQ102639,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-22 10:40:00,2026-05-22 10:40:00,12,2,
SR102640,soporte_remoto,whatsapp,tv,FALLAS CON LA TV,,solucionado,2026-05-22 11:25:00,2026-05-22 13:20:00,1,1,
SR100555,sin_internet,call_center,internet,,,cerrado_sin_contacto,2026-05-22 11:50:00,2026-05-22 11:50:00,14,0,
DQ100556,sin_internet,whatsapp,internet,,,solucionado,2026-05-22 12:25:00,2026-05-22 15:25:00,12,0,
TC100154,sin_internet,call_center,internet,,WIFI DESACTIVADO,solucionado,2026-05-22 12:25:00,2026-05-22 12:25:00,22,0,
TC102641,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-05-22 13:15:00,2026-05-22 16:50:00,11,2,
TC102642,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-22 13:55:00,2026-05-22 16:25:00,4,0,
C103809,cambio_plan,call_center,,,,solucionado,2026-05-22 14:05:00,2026-05-30 15:35:00,8,3,
DQ103808,cambio_plan,call_center,,,,solucionado,2026-05-22 14:10:00,2026-05-30 15:30:00,4,3,
DQ102643,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-22 15:00:00,2026-05-22 15:00:00,12,2,
TC101955,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-22 15:10:00,2026-05-22 16:25:00,28,0,
DQ102645,soporte_remoto,call_center,internet,ERROR EN INGRESO A PÁGINAS,,solucionado,2026-05-22 15:25:00,2026-05-22 15:25:00,17,2,
DQ102644,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-22 15:30:00,2026-05-22 15:30:00,4,2,
DQ104075,cambio_titular,whatsapp,,,,solucionado,2026-05-22 15:40:00,2026-05-25 09:45:00,22,5,
CH103810,cambio_plan,call_center,,,,solucionado,2026-05-22 15:45:00,2026-05-30 15:40:00,2,3,
C104076,cambio_titular,call_center,,,,solucionado,2026-05-22 15:55:00,2026-05-25 09:25:00,15,5,
CH102646,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-22 16:05:00,2026-05-22 17:20:00,27,1,
SR102227,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-22 16:10:00,2026-05-22 16:10:00,1,1,
SR104077,cambio_titular,whatsapp,,,,solucionado,2026-05-22 16:25:00,2026-05-25 09:35:00,14,5,
C100558,cambio_titular,call_center,,,,solucionado,2026-05-22 16:25:00,2026-05-25 09:45:00,22,5,
TC102647,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-22 16:45:00,2026-05-25 12:00:00,28,0,
TCF102648,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-22 17:05:00,2026-05-29 16:55:00,10,0,
SG102649,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-22 17:05:00,2026-05-22 17:05:00,3,2,
TC100557,sin_internet,call_center,internet,,FALLA DE FIBRA,solucionado,2026-05-22 17:10:00,2026-05-25 08:25:00,0,0,
TC100799,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-22 17:40:00,2026-05-22 17:40:00,4,0,
C102650,soporte_remoto,caja,internet,PROBLEMAS CON TEST DE VELOCIDAD,,solucionado,2026-05-22 18:25:00,2026-05-23 11:00:00,20,4,
TC102651,soporte_remoto,call_center,internet,PROBLEMAS CON TEST DE VELOCIDAD,,solucionado,2026-05-22 19:05:00,2026-05-25 17:05:00,21,0,
C102652,soporte_remoto,call_center,internet,FALLAS CON LA TV,,solucionado,2026-05-23 08:50:00,2026-05-25 09:30:00,19,1,
TC102653,soporte_remoto,caja,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-24 09:35:00,2026-05-25 10:40:00,19,2,
DQ102654,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-24 14:15:00,2026-05-25 10:50:00,19,2,
DQ102655,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,seguimiento,2026-05-24 14:55:00,,19,2,1
C100558,sin_internet,call_center,internet,,,solucionado,2026-05-25 08:10:00,2026-05-25 09:00:00,8,0,
C102656,soporte_remoto,whatsapp,tv,CANALES LLUVIOSOS/PIXELADOS,,solucionado,2026-05-25 08:20:00,2026-05-25 10:05:00,8,1,
C100559,sin_internet,whatsapp,internet,,,cerrado_sin_contacto,2026-05-25 08:55:00,2026-05-25 09:00:00,15,0,
CH100553,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-25 08:55:00,2026-05-25 10:40:00,2,1,
C102657,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-25 09:00:00,2026-05-25 11:30:00,17,1,
SG102666,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-25 09:00:00,2026-05-26 12:40:00,3,2,
C102527,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-25 09:20:00,2026-05-25 11:50:00,17,1,
SG103811,cambio_plan,call_center,,,,solucionado,2026-05-25 09:25:00,2026-05-28 18:00:00,3,3,
C100560,sin_internet,call_center,internet,,WIFI DESACTIVADO,solucionado,2026-05-25 09:55:00,2026-05-25 17:35:00,15,0,
TC102658,soporte_remoto,whatsapp,internet,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-25 10:00:00,2026-05-26 17:10:00,28,0,
SR102017,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-25 10:10:00,2026-05-25 11:50:00,14,1,
C100561,sin_internet,whatsapp,internet,,,cerrado_sin_contacto,2026-05-25 10:15:00,2026-05-25 10:15:00,15,0,
C103812,cambio_plan,call_center,,,,solucionado,2026-05-25 10:30:00,2026-05-30 15:40:00,13,3,
CH102659,soporte_remoto,call_center,internet,LENTITUD E INTERMITENCIA,,solucionado,2026-05-25 11:20:00,2026-05-25 11:50:00,2,2,
TC100145,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-05-25 11:25:00,2026-05-26 10:55:00,0,0,
SG102660,soporte_remoto,call_center,internet_tv,LENTITUD E INTERMITENCIA,,cerrado_sin_contacto,2026-05-25 11:30:00,2026-05-25 11:55:00,3,2,
SG102663,soporte_remoto,caja,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-05-25 11:30:00,2026-05-25 13:15:00,3,2,
TC100909,soporte_remoto,caja,internet_tv,LENTITUD E INTERMITENCIA,,solucionado,2026-05-25 11:40:00,2026-05-26 09:40:00,28,0,
